status	dataset_id	zip_path	size_bytes	seconds	blosc_arrays	blosc_chunks	message
converted	f0f0d7c4-3bec-428e-9539-c99d36548d96	/mnt/shared-storage-user/dnacoding/wangzhongqi/Data/cellxgene/Homo_sapiens/f0f0d7c4-3bec-428e-9539-c99d36548d96/full.zarr.zip	999570871	6.503788355737925	6	814	ok
converted	f3565fda-499a-4d20-bd92-563c09954c42	/mnt/shared-storage-user/dnacoding/wangzhongqi/Data/cellxgene/Homo_sapiens/f3565fda-499a-4d20-bd92-563c09954c42/full.zarr.zip	183227242	1.3531290851533413	3	201	ok
converted	f3c49918-4707-4d92-bb6d-2b5b4eb9d1b4	/mnt/shared-storage-user/dnacoding/wangzhongqi/Data/cellxgene/Homo_sapiens/f3c49918-4707-4d92-bb6d-2b5b4eb9d1b4/full.zarr.zip	112457676	0.7508037500083447	3	103	ok
converted	f3ee7613-b27f-4deb-a5aa-1d4f9a2db963	/mnt/shared-storage-user/dnacoding/wangzhongqi/Data/cellxgene/Homo_sapiens/f3ee7613-b27f-4deb-a5aa-1d4f9a2db963/full.zarr.zip	80388398	0.6319462358951569	6	50	ok
converted	f3fd3f55-8eb1-4918-8ae8-5f735adbae0e	/mnt/shared-storage-user/dnacoding/wangzhongqi/Data/cellxgene/Homo_sapiens/f3fd3f55-8eb1-4918-8ae8-5f735adbae0e/full.zarr.zip	562746526	4.131168734282255	6	384	ok
converted	f32c2c13-bb1a-4ffd-a457-60b64ecfa4cb	/mnt/shared-storage-user/dnacoding/wangzhongqi/Data/cellxgene/Homo_sapiens/f32c2c13-bb1a-4ffd-a457-60b64ecfa4cb/full.zarr.zip	1195965568	8.298972427845001	3	1289	ok
converted	f502c312-05dc-4fd4-a762-92a63e92b539	/mnt/shared-storage-user/dnacoding/wangzhongqi/Data/cellxgene/Homo_sapiens/f502c312-05dc-4fd4-a762-92a63e92b539/full.zarr.zip	316961799	2.3762353397905827	3	349	ok
converted	f512b8b6-369d-4a85-a695-116e0806857f	/mnt/shared-storage-user/dnacoding/wangzhongqi/Data/cellxgene/Homo_sapiens/f512b8b6-369d-4a85-a695-116e0806857f/full.zarr.zip	294172559	2.0496717132627964	6	324	ok
converted	f5a04dff-d394-4023-8811-65494e8bb11d	/mnt/shared-storage-user/dnacoding/wangzhongqi/Data/cellxgene/Homo_sapiens/f5a04dff-d394-4023-8811-65494e8bb11d/full.zarr.zip	364252846	2.606199461966753	3	393	ok
converted	f5be4b96-f5a3-4c3d-84ac-6f69daf744d5	/mnt/shared-storage-user/dnacoding/wangzhongqi/Data/cellxgene/Homo_sapiens/f5be4b96-f5a3-4c3d-84ac-6f69daf744d5/full.zarr.zip	76152707	0.6020753495395184	3	87	ok
converted	f5be9ed2-5d41-4a52-91e4-4ff24ff84900	/mnt/shared-storage-user/dnacoding/wangzhongqi/Data/cellxgene/Homo_sapiens/f5be9ed2-5d41-4a52-91e4-4ff24ff84900/full.zarr.zip	296477322	2.5753381550312042	6	222	ok
converted	f1606894-59df-4794-a37f-baa7c6fb6de1	/mnt/shared-storage-user/dnacoding/wangzhongqi/Data/cellxgene/Homo_sapiens/f1606894-59df-4794-a37f-baa7c6fb6de1/full.zarr.zip	2825157323	23.851637914776802	6	2442	ok
converted	f641d68a-e877-4bb8-afd7-b8fa3921d461	/mnt/shared-storage-user/dnacoding/wangzhongqi/Data/cellxgene/Homo_sapiens/f641d68a-e877-4bb8-afd7-b8fa3921d461/full.zarr.zip	856810726	5.637995421886444	6	522	ok
converted	f6d9f2ad-5ec7-4d53-b7f0-ceb0e7bcd181	/mnt/shared-storage-user/dnacoding/wangzhongqi/Data/cellxgene/Homo_sapiens/f6d9f2ad-5ec7-4d53-b7f0-ceb0e7bcd181/full.zarr.zip	37400654	0.34180114418268204	3	41	ok
converted	f6cc8a47-2dea-40aa-8608-d771c5ef8a07	/mnt/shared-storage-user/dnacoding/wangzhongqi/Data/cellxgene/Homo_sapiens/f6cc8a47-2dea-40aa-8608-d771c5ef8a07/full.zarr.zip	458250613	2.7212092578411102	6	308	ok
converted	f7ca7eb9-0919-4eba-99a1-21ba382b4174	/mnt/shared-storage-user/dnacoding/wangzhongqi/Data/cellxgene/Homo_sapiens/f7ca7eb9-0919-4eba-99a1-21ba382b4174/full.zarr.zip	355768210	2.42112622782588	6	234	ok
converted	f801b7a9-80a6-4d09-9161-71474deb58ae	/mnt/shared-storage-user/dnacoding/wangzhongqi/Data/cellxgene/Homo_sapiens/f801b7a9-80a6-4d09-9161-71474deb58ae/full.zarr.zip	66235815	0.6311367452144623	6	50	ok
converted	f8d8b443-bca6-4c3c-9042-669dfb7f8030	/mnt/shared-storage-user/dnacoding/wangzhongqi/Data/cellxgene/Homo_sapiens/f8d8b443-bca6-4c3c-9042-669dfb7f8030/full.zarr.zip	146919368	1.0130731239914894	3	163	ok
converted	f8dda921-5fb4-4c94-a654-c6fc346bfd6d	/mnt/shared-storage-user/dnacoding/wangzhongqi/Data/cellxgene/Homo_sapiens/f8dda921-5fb4-4c94-a654-c6fc346bfd6d/full.zarr.zip	294161092	1.9806315936148167	3	321	ok
converted	f14bc322-1322-4184-8d16-409557525ea5	/mnt/shared-storage-user/dnacoding/wangzhongqi/Data/cellxgene/Homo_sapiens/f14bc322-1322-4184-8d16-409557525ea5/full.zarr.zip	5190621292	35.72048808261752	6	3674	ok
converted	f9cfac8d-bff6-47a2-a1f6-503827d375f5	/mnt/shared-storage-user/dnacoding/wangzhongqi/Data/cellxgene/Homo_sapiens/f9cfac8d-bff6-47a2-a1f6-503827d375f5/full.zarr.zip	52390801	0.30083542317152023	7	29	ok
converted	f9034091-2e8f-4ac6-9874-e7b7eb566824	/mnt/shared-storage-user/dnacoding/wangzhongqi/Data/cellxgene/Homo_sapiens/f9034091-2e8f-4ac6-9874-e7b7eb566824/full.zarr.zip	180889877	1.3105302080512047	3	197	ok
converted	fa554686-fc07-44dd-b2de-b726d82d26ec	/mnt/shared-storage-user/dnacoding/wangzhongqi/Data/cellxgene/Homo_sapiens/fa554686-fc07-44dd-b2de-b726d82d26ec/full.zarr.zip	288237865	2.0138473100960255	3	309	ok
converted	f5b0810c-1664-4a62-ad06-be1d9964aa8b	/mnt/shared-storage-user/dnacoding/wangzhongqi/Data/cellxgene/Homo_sapiens/f5b0810c-1664-4a62-ad06-be1d9964aa8b/full.zarr.zip	3194274459	22.550491239875555	6	2322	ok
converted	fbdd8c17-b34a-4cbc-abc4-1aeaa294a538	/mnt/shared-storage-user/dnacoding/wangzhongqi/Data/cellxgene/Homo_sapiens/fbdd8c17-b34a-4cbc-abc4-1aeaa294a538/full.zarr.zip	84179797	0.6032044067978859	6	58	ok
converted	fbf173f9-f809-4d84-9b65-ae205d35b523	/mnt/shared-storage-user/dnacoding/wangzhongqi/Data/cellxgene/Homo_sapiens/fbf173f9-f809-4d84-9b65-ae205d35b523/full.zarr.zip	107111271	0.8236839957535267	3	115	ok
converted	fa8605cf-f27e-44af-ac2a-476bee4410d3	/mnt/shared-storage-user/dnacoding/wangzhongqi/Data/cellxgene/Homo_sapiens/fa8605cf-f27e-44af-ac2a-476bee4410d3/full.zarr.zip	462107668	3.72358376160264	6	326	ok
converted	fe1a73ab-a203-45fd-84e9-0f7fd19efcbd	/mnt/shared-storage-user/dnacoding/wangzhongqi/Data/cellxgene/Homo_sapiens/fe1a73ab-a203-45fd-84e9-0f7fd19efcbd/full.zarr.zip	313330464	2.272346258163452	3	339	ok
converted	fb5eeccf-3c2a-473c-b6e3-7a1dda18d42d	/mnt/shared-storage-user/dnacoding/wangzhongqi/Data/cellxgene/Homo_sapiens/fb5eeccf-3c2a-473c-b6e3-7a1dda18d42d/full.zarr.zip	1130707346	8.260592695325613	6	774	ok
converted	c2876b1b-06d8-4d96-a56b-5304f815b99a	/mnt/shared-storage-user/dnacoding/wangzhongqi/Data/cellxgene/Homo_sapiens/c2876b1b-06d8-4d96-a56b-5304f815b99a/full.zarr.zip	59473208981	346.1141982153058	6	30142	ok
converted	fe2479fd-daff-41a8-97dc-a50457ab1871	/mnt/shared-storage-user/dnacoding/wangzhongqi/Data/cellxgene/Homo_sapiens/fe2479fd-daff-41a8-97dc-a50457ab1871/full.zarr.zip	980461039	6.823034819215536	3	995	ok
converted	fe4b89d5-461e-440c-a5a8-621b37b122c0	/mnt/shared-storage-user/dnacoding/wangzhongqi/Data/cellxgene/Homo_sapiens/fe4b89d5-461e-440c-a5a8-621b37b122c0/full.zarr.zip	1077697214	9.171248976141214	6	818	ok
converted	d3cb449b-c2b1-4b50-a7f1-21203535fe61	/mnt/shared-storage-user/dnacoding/wangzhongqi/Data/cellxgene/Homo_sapiens/d3cb449b-c2b1-4b50-a7f1-21203535fe61/full.zarr.zip	36890224527	280.80084438622	6	26394	ok
converted	ff7d15fa-f4b6-4a0e-992e-fd0c9d088ded	/mnt/shared-storage-user/dnacoding/wangzhongqi/Data/cellxgene/Homo_sapiens/ff7d15fa-f4b6-4a0e-992e-fd0c9d088ded/full.zarr.zip	275692143	2.0125741325318813	3	301	ok
converted	fe7aae33-6f7c-41a5-8d29-9996a9ddf1ab	/mnt/shared-storage-user/dnacoding/wangzhongqi/Data/cellxgene/Homo_sapiens/fe7aae33-6f7c-41a5-8d29-9996a9ddf1ab/full.zarr.zip	4141761426	19.411985110491514	6	2484	ok
converted	f7c1c579-2dc0-47e2-ba19-8165c5a0e353	/mnt/shared-storage-user/dnacoding/wangzhongqi/Data/cellxgene/Homo_sapiens/f7c1c579-2dc0-47e2-ba19-8165c5a0e353/full.zarr.zip	17051451453	94.20396713912487	6	9520	ok
converted	fd072bc3-2dfb-46f8-b4e3-467cb3223182	/mnt/shared-storage-user/dnacoding/wangzhongqi/Data/cellxgene/Homo_sapiens/fd072bc3-2dfb-46f8-b4e3-467cb3223182/full.zarr.zip	11164798576	83.89156140014529	6	8214	ok
converted	d6505c89-c43d-4c28-8c4f-7351a5fd5528	/mnt/shared-storage-user/dnacoding/wangzhongqi/Data/cellxgene/Homo_sapiens/d6505c89-c43d-4c28-8c4f-7351a5fd5528/full.zarr.zip	46778763580	368.77248625457287	6	32952	ok
converted	e88a8e7c-0586-4690-8aa6-34efd7076f7a	/mnt/shared-storage-user/dnacoding/wangzhongqi/Data/cellxgene/Homo_sapiens/e88a8e7c-0586-4690-8aa6-34efd7076f7a/full.zarr.zip	40793223170	326.851718749851	6	29434	ok
converted	ff4235bb-1cdf-4dcf-a13a-dc4f32244400	/mnt/shared-storage-user/dnacoding/wangzhongqi/Data/cellxgene/Homo_sapiens/ff4235bb-1cdf-4dcf-a13a-dc4f32244400/full.zarr.zip	47579527193	385.9572392217815	6	36722	ok
