[2026-07-03T14:42:08] root=/mnt/shared-storage-user/dnacoding/wangzhongqi/Data/cellxgene/Homo_sapiens tasks=622 jobs=8 blocksize=65536 verify=True
[2026-07-03T14:42:08] skipped     0.0% 00476f9f-ebc1-4b72-b541-32f912ce36ea (98.5 MiB, 0.0s) already at target blocksize
[2026-07-03T14:46:38] converted  19.7% 43245158-5ae1-4e71-a9a6-67eef49c26bc (2171.3 MiB, 16.5s) ok
[2026-07-03T14:46:39] converted  19.7% 4a90bbba-df97-4a28-83ae-7386fe7d9167 (89.7 MiB, 0.9s) ok
[2026-07-03T14:46:40] converted  19.8% 4b83f213-b96b-4c87-a884-9b81faddb194 (83.9 MiB, 0.7s) ok
[2026-07-03T14:46:41] converted  19.8% 4b6af54a-4a21-46e0-bc8d-673c0561a836 (293.7 MiB, 2.5s) ok
[2026-07-03T14:46:41] converted  19.8% 4c6f9f26-5470-455b-8933-c408232fbf56 (44.6 MiB, 0.5s) ok
[2026-07-03T14:46:42] converted  19.8% 4ce8d8ec-b94c-4b79-afcb-b094336d8a78 (77.9 MiB, 0.6s) ok
[2026-07-03T14:46:44] converted  19.8% 4d43082e-59cd-43ac-b77d-54d55519c881 (219.4 MiB, 1.6s) ok
[2026-07-03T14:46:44] converted  19.8% 4dd1cd23-fc4d-4fd1-9709-602540f3ca6f (81.0 MiB, 0.6s) ok
[2026-07-03T14:46:46] converted  19.9% 4a5b00e0-1ba3-4fd4-af89-d3512eb20720 (1294.4 MiB, 9.2s) ok
[2026-07-03T14:46:49] converted  19.9% 4e6eb9d1-5de7-43ac-b931-21995be65c10 (344.1 MiB, 2.9s) ok
[2026-07-03T14:46:50] converted  19.9% 4e74d843-8d7a-497a-918a-f079ef141b6d (71.2 MiB, 0.8s) ok
[2026-07-03T14:46:51] converted  20.0% 4e374783-0152-423e-bcb6-b87cc232f64d (1735.0 MiB, 7.0s) ok
[2026-07-03T14:46:52] converted  20.0% 50eb1e23-b8d4-4f76-a184-44e5541fa05a (48.6 MiB, 0.5s) ok
[2026-07-03T14:46:54] converted  20.2% 4b9e0a15-c006-45d9-860f-b8a43ccf7d9d (2836.9 MiB, 14.3s) ok
[2026-07-03T14:46:57] converted  20.3% 51d9716c-50bb-4fd8-8d1e-7d9329969cb7 (339.5 MiB, 2.6s) ok
[2026-07-03T14:46:57] converted  20.3% 518d9049-2a76-44f8-8abc-1e2b59ab5ba1 (610.4 MiB, 5.1s) ok
[2026-07-03T14:46:57] converted  21.0% 3c364ffe-d599-44d5-a77f-6c5fd7038cf6 (10165.2 MiB, 72.7s) ok
[2026-07-03T14:46:57] converted  21.0% 51f476f7-b24d-42f3-8871-7dab3fa35e96 (46.4 MiB, 0.6s) ok
[2026-07-03T14:46:58] converted  21.1% 4ed927e9-c099-49af-b8ce-a2652d069333 (1298.9 MiB, 7.8s) ok
[2026-07-03T14:46:59] converted  21.1% 527641f0-df64-4c80-957c-a65dccd477bc (447.9 MiB, 2.3s) ok
[2026-07-03T14:47:00] converted  21.2% 529bb209-9d7b-44da-bfa4-f6e4745c46c2 (361.5 MiB, 2.5s) ok
[2026-07-03T14:47:00] converted  21.2% 52f18bc3-52d9-487b-bf8f-f0b7aa684b09 (310.9 MiB, 2.2s) ok
